"layer","level","class","id","metric","value"
1,"patch",1,663,"shape",1.79359032577157
1,"patch",1,664,"shape",1.41421356237309
1,"patch",1,665,"shape",1.25
1,"patch",1,666,"shape",1.15470053837925
1,"patch",1,667,"shape",1.22474487139159
1,"patch",1,668,"shape",1.51185789203691
1,"patch",1,669,"shape",3.56034497458156
1,"patch",1,670,"shape",1.41421356237309
1,"patch",1,671,"shape",1.06066017177982
1,"patch",1,672,"shape",1
1,"patch",1,673,"shape",1.77281052085584
1,"patch",1,674,"shape",1
1,"patch",1,675,"shape",2.47644759715804
1,"patch",1,676,"shape",1.52752523165195
1,"patch",1,677,"shape",1.06066017177982
1,"patch",1,678,"shape",1.2
1,"patch",1,679,"shape",1.5
1,"patch",1,680,"shape",1.84302445193621
1,"patch",1,681,"shape",1.14707866935281
1,"patch",1,682,"shape",4.62861464301019
1,"patch",1,683,"shape",1
1,"patch",1,684,"shape",1.97069782872905
1,"patch",1,685,"shape",1
1,"patch",1,686,"shape",1.15470053837925
