"layer","level","class","id","metric","value","areasqkm"
1,"patch",1,6004,"area",0.01,1e-04
1,"patch",1,6005,"area",0.01,1e-04
1,"patch",1,6006,"area",0.07,7e-04
1,"patch",1,6007,"area",29.92,0.2992
1,"patch",1,6008,"area",6.69,0.0669
1,"patch",1,6009,"area",0.1,0.001
1,"patch",1,6010,"area",0.05,5e-04
1,"patch",1,6011,"area",0.29,0.0029
1,"patch",1,6012,"area",0.12,0.0012
1,"patch",1,6013,"area",2.85,0.0285
1,"patch",1,6014,"area",0.01,1e-04
1,"patch",1,6015,"area",0.01,1e-04
1,"patch",1,6016,"area",3.18,0.0318
1,"patch",1,6017,"area",0.01,1e-04
1,"patch",1,6018,"area",9.26,0.0926
1,"patch",1,6019,"area",1.14,0.0114
1,"patch",1,6020,"area",5.4,0.054
1,"patch",1,6021,"area",0.04,4e-04
1,"patch",1,6022,"area",0.02,2e-04
1,"patch",1,6023,"area",0.13,0.0013
1,"patch",1,6024,"area",16.3,0.163
1,"patch",1,6025,"area",0.32,0.0032
1,"patch",1,6026,"area",0.19,0.0019
1,"patch",1,6027,"area",3.69,0.0369
1,"patch",1,6028,"area",0.03,3e-04
1,"patch",1,6029,"area",0.05,5e-04
1,"patch",1,6030,"area",0.01,1e-04
1,"patch",1,6031,"area",0.12,0.0012
1,"patch",1,6032,"area",0.05,5e-04
1,"patch",1,6033,"area",1.05,0.0105
1,"patch",1,6034,"area",0.02,2e-04
1,"patch",1,6035,"area",0.01,1e-04
1,"patch",1,6036,"area",0.01,1e-04
1,"patch",1,6037,"area",0.02,2e-04
1,"patch",1,6038,"area",0.57,0.0057
1,"patch",1,6039,"area",460.63,4.6063
1,"patch",1,6040,"area",0.02,2e-04
1,"patch",1,6041,"area",0.06,6e-04
1,"patch",1,6042,"area",0.01,1e-04
1,"patch",1,6043,"area",4624.11,46.2411
1,"patch",1,6044,"area",0.26,0.0026
1,"patch",1,6045,"area",0.24,0.0024
1,"patch",1,6046,"area",0.01,1e-04
1,"patch",1,6047,"area",0.02,2e-04
1,"patch",1,6048,"area",0.01,1e-04
1,"patch",1,6049,"area",0.01,1e-04
1,"patch",1,6050,"area",0.01,1e-04
1,"patch",1,6051,"area",0.65,0.0065
1,"patch",1,6052,"area",0.01,1e-04
1,"patch",1,6053,"area",3.01,0.0301
1,"patch",1,6054,"area",0.08,8e-04
1,"patch",1,6055,"area",0.02,2e-04
1,"patch",1,6056,"area",27.01,0.2701
1,"patch",1,6057,"area",0.02,2e-04
1,"patch",1,6058,"area",0.13,0.0013
1,"patch",1,6059,"area",94.72,0.9472
1,"patch",1,6060,"area",0.07,7e-04
1,"patch",1,6061,"area",1.02,0.0102
1,"patch",1,6062,"area",0.07,7e-04
1,"patch",1,6063,"area",0.26,0.0026
1,"patch",1,6064,"area",0.03,3e-04
1,"patch",1,6065,"area",0.06,6e-04
1,"patch",1,6066,"area",0.18,0.0018
1,"patch",1,6067,"area",0.97,0.0097
1,"patch",1,6068,"area",0.34,0.0034
1,"patch",1,6069,"area",62.14,0.6214
1,"patch",1,6070,"area",0.24,0.0024
1,"patch",1,6071,"area",0.5,0.005
1,"patch",1,6072,"area",2.82,0.0282
1,"patch",1,6073,"area",403.77,4.0377
1,"patch",1,6074,"area",0.02,2e-04
1,"patch",1,6075,"area",0.04,4e-04
1,"patch",1,6076,"area",0.58,0.0058
1,"patch",1,6077,"area",0.47,0.0047
1,"patch",1,6078,"area",0.01,1e-04
1,"patch",1,6079,"area",0.01,1e-04
1,"patch",1,6080,"area",4.35,0.0435
1,"patch",1,6081,"area",0.01,1e-04
1,"patch",1,6082,"area",11.45,0.1145
1,"patch",1,6083,"area",0.16,0.0016
1,"patch",1,6084,"area",0.02,2e-04
1,"patch",1,6085,"area",0.02,2e-04
1,"patch",1,6086,"area",0.19,0.0019
1,"patch",1,6087,"area",0.02,2e-04
1,"patch",1,6088,"area",5.95,0.0595
1,"patch",1,6089,"area",0.01,1e-04
1,"patch",1,6090,"area",0.03,3e-04
1,"patch",1,6091,"area",8.25,0.0825
1,"patch",1,6092,"area",6.98,0.0698
1,"patch",1,6093,"area",9.04,0.0904
1,"patch",1,6094,"area",0.02,2e-04
1,"patch",1,6095,"area",0.37,0.0037
1,"patch",1,6096,"area",0.13,0.0013
1,"patch",1,6097,"area",0.31,0.0031
1,"patch",1,6098,"area",0.01,1e-04
1,"patch",1,6099,"area",0.05,5e-04
1,"patch",1,6100,"area",0.14,0.0014
1,"patch",1,6101,"area",0.01,1e-04
1,"patch",1,6102,"area",0.01,1e-04
1,"patch",1,6103,"area",0.02,2e-04
1,"patch",1,6104,"area",0.01,1e-04
1,"patch",1,6105,"area",0.16,0.0016
1,"patch",1,6106,"area",28.68,0.2868
1,"patch",1,6107,"area",0.01,1e-04
1,"patch",1,6108,"area",0.44,0.0044
1,"patch",1,6109,"area",0.01,1e-04
1,"patch",1,6110,"area",1.52,0.0152
1,"patch",1,6111,"area",2.86,0.0286
1,"patch",1,6112,"area",0.22,0.0022
1,"patch",1,6113,"area",0.5,0.005
1,"patch",1,6114,"area",0.09,9e-04
1,"patch",1,6115,"area",0.01,1e-04
1,"patch",1,6116,"area",1.08,0.0108
1,"patch",1,6117,"area",0.56,0.0056
1,"patch",1,6118,"area",0.01,1e-04
1,"patch",1,6119,"area",0.01,1e-04
1,"patch",1,6120,"area",0.01,1e-04
1,"patch",1,6121,"area",0.01,1e-04
1,"patch",1,6122,"area",0.01,1e-04
1,"patch",1,6123,"area",0.01,1e-04
1,"patch",1,6124,"area",0.19,0.0019
1,"patch",1,6125,"area",0.3,0.003
1,"patch",1,6126,"area",0.07,7e-04
1,"patch",1,6127,"area",0.01,1e-04
1,"patch",1,6128,"area",0.01,1e-04
1,"patch",1,6129,"area",0.2,0.002
1,"patch",1,6130,"area",0.14,0.0014
1,"patch",1,6131,"area",0.01,1e-04
1,"patch",1,6132,"area",0.02,2e-04
1,"patch",1,6133,"area",0.04,4e-04
1,"patch",1,6134,"area",0.03,3e-04
1,"patch",1,6135,"area",861.93,8.6193
1,"patch",1,6136,"area",0.02,2e-04
1,"patch",1,6137,"area",1.54,0.0154
1,"patch",1,6138,"area",0.13,0.0013
1,"patch",1,6139,"area",0.03,3e-04
1,"patch",1,6140,"area",0.01,1e-04
1,"patch",1,6141,"area",0.02,2e-04
1,"patch",1,6142,"area",2.68,0.0268
1,"patch",1,6143,"area",0.01,1e-04
1,"patch",1,6144,"area",0.21,0.0021
1,"patch",1,6145,"area",0.01,1e-04
1,"patch",1,6146,"area",0.18,0.0018
1,"patch",1,6147,"area",3.03,0.0303
1,"patch",1,6148,"area",0.01,1e-04
1,"patch",1,6149,"area",0.03,3e-04
1,"patch",1,6150,"area",0.03,3e-04
1,"patch",1,6151,"area",0.01,1e-04
1,"patch",1,6152,"area",0.08,8e-04
1,"patch",1,6153,"area",0.28,0.0028
1,"patch",1,6154,"area",0.02,2e-04
1,"patch",1,6155,"area",0.11,0.0011
1,"patch",1,6156,"area",0.02,2e-04
1,"patch",1,6157,"area",0.01,1e-04
1,"patch",1,6158,"area",0.02,2e-04
1,"patch",1,6159,"area",0.03,3e-04
1,"patch",1,6160,"area",15.6,0.156
1,"patch",1,6161,"area",51.37,0.5137
1,"patch",1,6162,"area",5.75,0.0575
1,"patch",1,6163,"area",5.73,0.0573
1,"patch",1,6164,"area",0.3,0.003
1,"patch",1,6165,"area",0.03,3e-04
1,"patch",1,6166,"area",0.13,0.0013
1,"patch",1,6167,"area",0.08,8e-04
1,"patch",1,6168,"area",0.04,4e-04
1,"patch",1,6169,"area",0.13,0.0013
1,"patch",1,6170,"area",150.52,1.5052
1,"patch",1,6171,"area",0.11,0.0011
1,"patch",1,6172,"area",0.05,5e-04
1,"patch",1,6173,"area",0.04,4e-04
1,"patch",1,6174,"area",0.84,0.0084
1,"patch",1,6175,"area",0.15,0.0015
1,"patch",1,6176,"area",0.13,0.0013
1,"patch",1,6177,"area",0.06,6e-04
1,"patch",1,6178,"area",8.48,0.0848
1,"patch",1,6179,"area",2.1,0.021
1,"patch",1,6180,"area",0.37,0.0037
1,"patch",1,6181,"area",0.02,2e-04
1,"patch",1,6182,"area",0.01,1e-04
1,"patch",1,6183,"area",0.06,6e-04
1,"patch",1,6184,"area",0.06,6e-04
1,"patch",1,6185,"area",0.03,3e-04
1,"patch",1,6186,"area",0.01,1e-04
1,"patch",1,6187,"area",1.59,0.0159
1,"patch",1,6188,"area",0.62,0.0062
1,"patch",1,6189,"area",0.02,2e-04
1,"patch",1,6190,"area",0.02,2e-04
1,"patch",1,6191,"area",0.02,2e-04
1,"patch",1,6192,"area",0.01,1e-04
1,"patch",1,6193,"area",0.01,1e-04
1,"patch",1,6194,"area",0.07,7e-04
1,"patch",1,6195,"area",0.59,0.0059
1,"patch",1,6196,"area",3.37,0.0337
1,"patch",1,6197,"area",1.62,0.0162
1,"patch",1,6198,"area",0.01,1e-04
1,"patch",1,6199,"area",0.01,1e-04
1,"patch",1,6200,"area",0.08,8e-04
1,"patch",1,6201,"area",0.02,2e-04
1,"patch",1,6202,"area",0.48,0.0048
1,"patch",1,6203,"area",2.89,0.0289
1,"patch",1,6204,"area",0.78,0.0078
1,"patch",1,6205,"area",0.16,0.0016
1,"patch",1,6206,"area",4.06,0.0406
1,"patch",1,6207,"area",0.01,1e-04
1,"patch",1,6208,"area",0.01,1e-04
1,"patch",1,6209,"area",5.27,0.0527
1,"patch",1,6210,"area",0.15,0.0015
1,"patch",1,6211,"area",0.01,1e-04
1,"patch",1,6212,"area",2.2,0.022
1,"patch",1,6213,"area",0.34,0.0034
1,"patch",1,6214,"area",0.04,4e-04
1,"patch",1,6215,"area",0.01,1e-04
1,"patch",1,6216,"area",0.05,5e-04
1,"patch",1,6217,"area",0.02,2e-04
1,"patch",1,6218,"area",0.02,2e-04
1,"patch",1,6219,"area",0.1,0.001
1,"patch",1,6220,"area",0.08,8e-04
1,"patch",1,6221,"area",0.01,1e-04
1,"patch",1,6222,"area",0.11,0.0011
1,"patch",1,6223,"area",0.1,0.001
1,"patch",1,6224,"area",0.01,1e-04
1,"patch",1,6225,"area",0.06,6e-04
1,"patch",1,6226,"area",0.27,0.0027
1,"patch",1,6227,"area",0.08,8e-04
1,"patch",1,6228,"area",0.07,7e-04
1,"patch",1,6229,"area",0.02,2e-04
1,"patch",1,6230,"area",0.01,1e-04
1,"patch",1,6231,"area",1.46,0.0146
1,"patch",1,6232,"area",0.01,1e-04
1,"patch",1,6233,"area",0.74,0.0074
1,"patch",1,6234,"area",0.01,1e-04
1,"patch",1,6235,"area",0.02,2e-04
1,"patch",1,6236,"area",0.01,1e-04
1,"patch",1,6237,"area",0.01,1e-04
1,"patch",1,6238,"area",0.49,0.0049
1,"patch",1,6239,"area",0.04,4e-04
1,"patch",1,6240,"area",0.02,2e-04
1,"patch",1,6241,"area",0.01,1e-04
1,"patch",1,6242,"area",0.04,4e-04
1,"patch",1,6243,"area",0.15,0.0015
1,"patch",1,6244,"area",0.01,1e-04
1,"patch",1,6245,"area",5.57,0.0557
1,"patch",1,6246,"area",0.7,0.007
1,"patch",1,6247,"area",0.04,4e-04
1,"patch",1,6248,"area",0.01,1e-04
1,"patch",1,6249,"area",0.01,1e-04
1,"patch",1,6250,"area",0.04,4e-04
1,"patch",1,6251,"area",0.02,2e-04
1,"patch",1,6252,"area",0.02,2e-04
1,"patch",1,6253,"area",0.01,1e-04
1,"patch",1,6254,"area",0.16,0.0016
1,"patch",1,6255,"area",0.01,1e-04
1,"patch",1,6256,"area",0.01,1e-04
1,"patch",1,6257,"area",0.04,4e-04
1,"patch",1,6258,"area",0.01,1e-04
1,"patch",1,6259,"area",18.72,0.1872
1,"patch",1,6260,"area",0.04,4e-04
1,"patch",1,6261,"area",0.15,0.0015
1,"patch",1,6262,"area",0.56,0.0056
1,"patch",1,6263,"area",16.03,0.1603
1,"patch",1,6264,"area",0.16,0.0016
1,"patch",1,6265,"area",1.38,0.0138
1,"patch",1,6266,"area",0.06,6e-04
1,"patch",1,6267,"area",0.96,0.0096
1,"patch",1,6268,"area",1.3,0.013
1,"patch",1,6269,"area",0.28,0.0028
1,"patch",1,6270,"area",83.34,0.8334
1,"patch",1,6271,"area",0.01,1e-04
1,"patch",1,6272,"area",0.09,9e-04
1,"patch",1,6273,"area",0.33,0.0033
1,"patch",1,6274,"area",12.67,0.1267
1,"patch",1,6275,"area",0.15,0.0015
1,"patch",1,6276,"area",1.38,0.0138
1,"patch",1,6277,"area",0.04,4e-04
1,"patch",1,6278,"area",0.01,1e-04
1,"patch",1,6279,"area",0.02,2e-04
1,"patch",1,6280,"area",0.07,7e-04
1,"patch",1,6281,"area",0.03,3e-04
1,"patch",1,6282,"area",0.01,1e-04
1,"patch",1,6283,"area",0.04,4e-04
1,"patch",1,6284,"area",0.01,1e-04
1,"patch",1,6285,"area",0.02,2e-04
1,"patch",1,6286,"area",0.23,0.0023
1,"patch",1,6287,"area",0.07,7e-04
1,"patch",1,6288,"area",6.59,0.0659
1,"patch",1,6289,"area",0.01,1e-04
1,"patch",1,6290,"area",0.03,3e-04
1,"patch",1,6291,"area",1.25,0.0125
1,"patch",1,6292,"area",0.01,1e-04
1,"patch",1,6293,"area",0.01,1e-04
1,"patch",1,6294,"area",0.01,1e-04
1,"patch",1,6295,"area",0.01,1e-04
1,"patch",1,6296,"area",1.8,0.018
1,"patch",1,6297,"area",5.07,0.0507
1,"patch",1,6298,"area",0.26,0.0026
1,"patch",1,6299,"area",0.09,9e-04
1,"patch",1,6300,"area",0.13,0.0013
1,"patch",1,6301,"area",0.15,0.0015
1,"patch",1,6302,"area",0.04,4e-04
1,"patch",1,6303,"area",0.01,1e-04
1,"patch",1,6304,"area",0.03,3e-04
1,"patch",1,6305,"area",0.05,5e-04
1,"patch",1,6306,"area",0.01,1e-04
1,"patch",1,6307,"area",0.03,3e-04
1,"patch",1,6308,"area",0.05,5e-04
1,"patch",1,6309,"area",0.28,0.0028
1,"patch",1,6310,"area",0.09,9e-04
1,"patch",1,6311,"area",0.01,1e-04
1,"patch",1,6312,"area",0.52,0.0052
1,"patch",1,6313,"area",0.07,7e-04
1,"patch",1,6314,"area",63.81,0.6381
1,"patch",1,6315,"area",35.52,0.3552
1,"patch",1,6316,"area",0.18,0.0018
1,"patch",1,6317,"area",0.01,1e-04
1,"patch",1,6318,"area",118.93,1.1893
1,"patch",1,6319,"area",0.14,0.0014
1,"patch",1,6320,"area",0.25,0.0025
1,"patch",1,6321,"area",0.67,0.0067
1,"patch",1,6322,"area",0.05,5e-04
1,"patch",1,6323,"area",0.07,7e-04
1,"patch",1,6324,"area",0.47,0.0047
1,"patch",1,6325,"area",0.01,1e-04
1,"patch",1,6326,"area",5.85,0.0585
1,"patch",1,6327,"area",0.01,1e-04
1,"patch",1,6328,"area",1.04,0.0104
1,"patch",1,6329,"area",0.02,2e-04
1,"patch",1,6330,"area",0.2,0.002
1,"patch",1,6331,"area",2.89,0.0289
1,"patch",1,6332,"area",62.55,0.6255
1,"patch",1,6333,"area",0.07,7e-04
1,"patch",1,6334,"area",0.13,0.0013
1,"patch",1,6335,"area",0.24,0.0024
1,"patch",1,6336,"area",0.01,1e-04
1,"patch",1,6337,"area",0.09,9e-04
1,"patch",1,6338,"area",0.11,0.0011
1,"patch",1,6339,"area",0.05,5e-04
1,"patch",1,6340,"area",0.03,3e-04
1,"patch",1,6341,"area",2.34,0.0234
1,"patch",1,6342,"area",1.3,0.013
1,"patch",1,6343,"area",0.02,2e-04
1,"patch",1,6344,"area",0.31,0.0031
1,"patch",1,6345,"area",2062.76,20.6276
1,"patch",1,6346,"area",0.25,0.0025
1,"patch",1,6347,"area",0.02,2e-04
1,"patch",1,6348,"area",0.25,0.0025
1,"patch",1,6349,"area",0.02,2e-04
1,"patch",1,6350,"area",0.2,0.002
1,"patch",1,6351,"area",1.8,0.018
1,"patch",1,6352,"area",0.21,0.0021
1,"patch",1,6353,"area",0.61,0.0061
1,"patch",1,6354,"area",0.16,0.0016
1,"patch",1,6355,"area",0.27,0.0027
1,"patch",1,6356,"area",0.25,0.0025
1,"patch",1,6357,"area",0.01,1e-04
1,"patch",1,6358,"area",0.01,1e-04
1,"patch",1,6359,"area",0.09,9e-04
1,"patch",1,6360,"area",0.53,0.0053
1,"patch",1,6361,"area",0.95,0.0095
1,"patch",1,6362,"area",0.04,4e-04
1,"patch",1,6363,"area",0.26,0.0026
1,"patch",1,6364,"area",0.06,6e-04
1,"patch",1,6365,"area",0.3,0.003
1,"patch",1,6366,"area",3.59,0.0359
1,"patch",1,6367,"area",0.09,9e-04
1,"patch",1,6368,"area",0.09,9e-04
1,"patch",1,6369,"area",0.04,4e-04
1,"patch",1,6370,"area",0.1,0.001
1,"patch",1,6371,"area",0.13,0.0013
1,"patch",1,6372,"area",0.01,1e-04
1,"patch",1,6373,"area",1.48,0.0148
1,"patch",1,6374,"area",0.59,0.0059
1,"patch",1,6375,"area",12.56,0.1256
1,"patch",1,6376,"area",2.17,0.0217
1,"patch",1,6377,"area",0.01,1e-04
1,"patch",1,6378,"area",0.02,2e-04
1,"patch",1,6379,"area",0.08,8e-04
1,"patch",1,6380,"area",0.01,1e-04
1,"patch",1,6381,"area",0.46,0.0046
1,"patch",1,6382,"area",0.01,1e-04
1,"patch",1,6383,"area",0.09,9e-04
1,"patch",1,6384,"area",0.01,1e-04
1,"patch",1,6385,"area",0.03,3e-04
1,"patch",1,6386,"area",0.79,0.0079
1,"patch",1,6387,"area",0.08,8e-04
1,"patch",1,6388,"area",0.04,4e-04
1,"patch",1,6389,"area",12.02,0.1202
1,"patch",1,6390,"area",3.66,0.0366
1,"patch",1,6391,"area",0.08,8e-04
1,"patch",1,6392,"area",0.02,2e-04
1,"patch",1,6393,"area",0.01,1e-04
1,"patch",1,6394,"area",0.08,8e-04
1,"patch",1,6395,"area",0.32,0.0032
1,"patch",1,6396,"area",0.02,2e-04
1,"patch",1,6397,"area",0.21,0.0021
1,"patch",1,6398,"area",0.07,7e-04
1,"patch",1,6399,"area",0.23,0.0023
1,"patch",1,6400,"area",0.04,4e-04
1,"patch",1,6401,"area",0.19,0.0019
1,"patch",1,6402,"area",0.01,1e-04
1,"patch",1,6403,"area",0.11,0.0011
1,"patch",1,6404,"area",0.01,1e-04
1,"patch",1,6405,"area",1.05,0.0105
1,"patch",1,6406,"area",1.5,0.015
1,"patch",1,6407,"area",0.06,6e-04
1,"patch",1,6408,"area",0.74,0.0074
1,"patch",1,6409,"area",0.05,5e-04
1,"patch",1,6410,"area",0.01,1e-04
1,"patch",1,6411,"area",0.01,1e-04
1,"patch",1,6412,"area",0.1,0.001
1,"patch",1,6413,"area",0.14,0.0014
1,"patch",1,6414,"area",0.05,5e-04
1,"patch",1,6415,"area",0.19,0.0019
1,"patch",1,6416,"area",0.01,1e-04
1,"patch",1,6417,"area",0.01,1e-04
1,"patch",1,6418,"area",0.02,2e-04
1,"patch",1,6419,"area",0.06,6e-04
1,"patch",1,6420,"area",0.84,0.0084
1,"patch",1,6421,"area",52.21,0.5221
1,"patch",1,6422,"area",0.08,8e-04
1,"patch",1,6423,"area",0.02,2e-04
1,"patch",1,6424,"area",0.14,0.0014
1,"patch",1,6425,"area",0.09,9e-04
1,"patch",1,6426,"area",0.16,0.0016
1,"patch",1,6427,"area",0.02,2e-04
1,"patch",1,6428,"area",0.03,3e-04
1,"patch",1,6429,"area",368.47,3.6847
1,"patch",1,6430,"area",8.92,0.0892
1,"patch",1,6431,"area",0.01,1e-04
1,"patch",1,6432,"area",0.05,5e-04
1,"patch",1,6433,"area",1362.75,13.6275
1,"patch",1,6434,"area",0.01,1e-04
1,"patch",1,6435,"area",8.36,0.0836
1,"patch",1,6436,"area",13.85,0.1385
1,"patch",1,6437,"area",0.12,0.0012
1,"patch",1,6438,"area",0.01,1e-04
1,"patch",1,6439,"area",0.23,0.0023
1,"patch",1,6440,"area",0.01,1e-04
1,"patch",1,6441,"area",0.12,0.0012
1,"patch",1,6442,"area",0.55,0.0055
1,"patch",1,6443,"area",1.37,0.0137
1,"patch",1,6444,"area",0.01,1e-04
1,"patch",1,6445,"area",0.01,1e-04
1,"patch",1,6446,"area",0.09,9e-04
1,"patch",1,6447,"area",0.01,1e-04
1,"patch",1,6448,"area",0.02,2e-04
1,"patch",1,6449,"area",0.06,6e-04
1,"patch",1,6450,"area",0.06,6e-04
1,"patch",1,6451,"area",1.15,0.0115
1,"patch",1,6452,"area",0.07,7e-04
1,"patch",1,6453,"area",0.03,3e-04
1,"patch",1,6454,"area",0.07,7e-04
1,"patch",1,6455,"area",0.01,1e-04
1,"patch",1,6456,"area",2.09,0.0209
1,"patch",1,6457,"area",0.01,1e-04
1,"patch",1,6458,"area",0.01,1e-04
1,"patch",1,6459,"area",0.01,1e-04
1,"patch",1,6460,"area",0.11,0.0011
1,"patch",1,6461,"area",0.01,1e-04
1,"patch",1,6462,"area",10.39,0.1039
1,"patch",1,6463,"area",46.61,0.4661
1,"patch",1,6464,"area",0.01,1e-04
1,"patch",1,6465,"area",0.01,1e-04
1,"patch",1,6466,"area",0.01,1e-04
1,"patch",1,6467,"area",0.13,0.0013
1,"patch",1,6468,"area",0.02,2e-04
1,"patch",1,6469,"area",0.02,2e-04
1,"patch",1,6470,"area",0.92,0.0092
1,"patch",1,6471,"area",0.03,3e-04
1,"patch",1,6472,"area",0.01,1e-04
1,"patch",1,6473,"area",0.01,1e-04
1,"patch",1,6474,"area",0.26,0.0026
1,"patch",1,6475,"area",38.63,0.3863
1,"patch",1,6476,"area",0.01,1e-04
1,"patch",1,6477,"area",0.01,1e-04
1,"patch",1,6478,"area",0.22,0.0022
1,"patch",1,6479,"area",0.01,1e-04
1,"patch",1,6480,"area",0.01,1e-04
1,"patch",1,6481,"area",0.09,9e-04
1,"patch",1,6482,"area",0.07,7e-04
1,"patch",1,6483,"area",1.88,0.0188
1,"patch",1,6484,"area",0.01,1e-04
1,"patch",1,6485,"area",0.01,1e-04
1,"patch",1,6486,"area",0.01,1e-04
1,"patch",1,6487,"area",12.98,0.1298
1,"patch",1,6488,"area",0.01,1e-04
1,"patch",1,6489,"area",1.4,0.014
1,"patch",1,6490,"area",0.01,1e-04
1,"patch",1,6491,"area",0.01,1e-04
1,"patch",1,6492,"area",0.05,5e-04
1,"patch",1,6493,"area",0.04,4e-04
1,"patch",1,6494,"area",0.01,1e-04
1,"patch",1,6495,"area",6.88,0.0688
1,"patch",1,6496,"area",71.9,0.719
1,"patch",1,6497,"area",1.88,0.0188
1,"patch",1,6498,"area",1.38,0.0138
1,"patch",1,6499,"area",0.01,1e-04
1,"patch",1,6500,"area",0.02,2e-04
1,"patch",1,6501,"area",0.04,4e-04
1,"patch",1,6502,"area",0.16,0.0016
1,"patch",1,6503,"area",0.15,0.0015
1,"patch",1,6504,"area",0.03,3e-04
1,"patch",1,6505,"area",0.32,0.0032
1,"patch",1,6506,"area",0.86,0.0086
1,"patch",1,6507,"area",0.13,0.0013
1,"patch",1,6508,"area",0.98,0.0098
1,"patch",1,6509,"area",0.01,1e-04
1,"patch",1,6510,"area",0.03,3e-04
1,"patch",1,6511,"area",8.29,0.0829
1,"patch",1,6512,"area",0.01,1e-04
1,"patch",1,6513,"area",0.01,1e-04
1,"patch",1,6514,"area",0.08,8e-04
1,"patch",1,6515,"area",0.4,0.004
1,"patch",1,6516,"area",0.07,7e-04
1,"patch",1,6517,"area",0.41,0.0041
1,"patch",1,6518,"area",0.99,0.0099
1,"patch",1,6519,"area",0.01,1e-04
1,"patch",1,6520,"area",0.48,0.0048
1,"patch",1,6521,"area",8.49,0.0849
1,"patch",1,6522,"area",0.02,2e-04
1,"patch",1,6523,"area",0.3,0.003
1,"patch",1,6524,"area",0.01,1e-04
1,"patch",1,6525,"area",0.03,3e-04
1,"patch",1,6526,"area",3.54,0.0354
1,"patch",1,6527,"area",0.12,0.0012
1,"patch",1,6528,"area",0.06,6e-04
1,"patch",1,6529,"area",19.94,0.1994
1,"patch",1,6530,"area",0.02,2e-04
1,"patch",1,6531,"area",7.76,0.0776
1,"patch",1,6532,"area",0.54,0.0054
1,"patch",1,6533,"area",0.09,9e-04
1,"patch",1,6534,"area",0.01,1e-04
1,"patch",1,6535,"area",0.02,2e-04
1,"patch",1,6536,"area",0.27,0.0027
1,"patch",1,6537,"area",0.01,1e-04
1,"patch",1,6538,"area",0.01,1e-04
1,"patch",1,6539,"area",0.1,0.001
1,"patch",1,6540,"area",0.04,4e-04
1,"patch",1,6541,"area",11.39,0.1139
1,"patch",1,6542,"area",0.06,6e-04
1,"patch",1,6543,"area",162.91,1.6291
1,"patch",1,6544,"area",0.83,0.0083
1,"patch",1,6545,"area",1.21,0.0121
1,"patch",1,6546,"area",0.15,0.0015
1,"patch",1,6547,"area",2.34,0.0234
1,"patch",1,6548,"area",0.05,5e-04
1,"patch",1,6549,"area",1.86,0.0186
1,"patch",1,6550,"area",0.01,1e-04
1,"patch",1,6551,"area",0.02,2e-04
1,"patch",1,6552,"area",0.01,1e-04
1,"patch",1,6553,"area",0.19,0.0019
1,"patch",1,6554,"area",0.03,3e-04
1,"patch",1,6555,"area",0.02,2e-04
1,"patch",1,6556,"area",0.01,1e-04
1,"patch",1,6557,"area",0.03,3e-04
1,"patch",1,6558,"area",0.36,0.0036
1,"patch",1,6559,"area",0.01,1e-04
1,"patch",1,6560,"area",1.23,0.0123
1,"patch",1,6561,"area",0.07,7e-04
1,"patch",1,6562,"area",0.01,1e-04
1,"patch",1,6563,"area",0.01,1e-04
1,"patch",1,6564,"area",0.02,2e-04
1,"patch",1,6565,"area",0.12,0.0012
1,"patch",1,6566,"area",0.3,0.003
1,"patch",1,6567,"area",0.26,0.0026
1,"patch",1,6568,"area",0.49,0.0049
1,"patch",1,6569,"area",1.1,0.011
1,"patch",1,6570,"area",13.22,0.1322
1,"patch",1,6571,"area",0.08,8e-04
1,"patch",1,6572,"area",0.01,1e-04
1,"patch",1,6573,"area",0.07,7e-04
1,"patch",1,6574,"area",91.81,0.9181
1,"patch",1,6575,"area",0.03,3e-04
1,"patch",1,6576,"area",1.58,0.0158
1,"patch",1,6577,"area",1.34,0.0134
1,"patch",1,6578,"area",0.2,0.002
1,"patch",1,6579,"area",0.01,1e-04
1,"patch",1,6580,"area",0.07,7e-04
1,"patch",1,6581,"area",0.01,1e-04
1,"patch",1,6582,"area",0.01,1e-04
1,"patch",1,6583,"area",0.28,0.0028
1,"patch",1,6584,"area",0.03,3e-04
1,"patch",1,6585,"area",0.01,1e-04
1,"patch",1,6586,"area",1.28,0.0128
1,"patch",1,6587,"area",0.03,3e-04
1,"patch",1,6588,"area",3.91,0.0391
1,"patch",1,6589,"area",2.2,0.022
1,"patch",1,6590,"area",0.01,1e-04
1,"patch",1,6591,"area",4.34,0.0434
1,"patch",1,6592,"area",0.01,1e-04
1,"patch",1,6593,"area",0.01,1e-04
1,"patch",1,6594,"area",0.01,1e-04
1,"patch",1,6595,"area",0.08,8e-04
1,"patch",1,6596,"area",0.05,5e-04
1,"patch",1,6597,"area",0.07,7e-04
1,"patch",1,6598,"area",0.01,1e-04
1,"patch",1,6599,"area",0.23,0.0023
1,"patch",1,6600,"area",0.02,2e-04
1,"patch",1,6601,"area",0.61,0.0061
1,"patch",1,6602,"area",0.69,0.0069
1,"patch",1,6603,"area",0.03,3e-04
1,"patch",1,6604,"area",0.02,2e-04
1,"patch",1,6605,"area",0.01,1e-04
1,"patch",1,6606,"area",0.02,2e-04
1,"patch",1,6607,"area",0.01,1e-04
1,"patch",1,6608,"area",0.41,0.0041
1,"patch",1,6609,"area",71.39,0.7139
1,"patch",1,6610,"area",0.02,2e-04
1,"patch",1,6611,"area",0.01,1e-04
1,"patch",1,6612,"area",0.01,1e-04
